rms,zcr,centroid,rolloff,dominant_freq,band_0_500,band_500_1500,band_1500_3000,band_3000_6000,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,activity,filename
0.04673008993268013,0.11169448090505657,844.7423910036861,904.0,553.0,43652.2674021813,69244.06267588836,91.21739581222289,43.277800732132235,-408.1731262207031,98.8389892578125,36.9533805847168,15.806131362915039,-9.1976900100708,-8.247363090515137,2.872344970703125,-5.437629222869873,-0.6500586867332458,3.201112747192383,-0.2651901841163635,-0.3662053644657135,-2.1206374168395996,får,får_A_0.75m_nygaard_001_s01.wav
0.043390899896621704,0.12519532470779424,848.7815086614551,935.0,554.0,42304.56638056013,55146.355700891465,102.06356344339977,45.665800203642796,-416.7484130859375,91.91252899169922,31.084407806396484,15.709863662719727,-10.645440101623535,-9.552251815795898,-2.454463005065918,-5.822049140930176,-5.15185546875,0.25345760583877563,-1.965833067893982,-0.18112772703170776,0.7849990129470825,får,får_A_0.75m_nygaard_001_s02.wav
0.04032433032989502,0.10931933245827864,859.4757208273516,945.0,551.0,37954.43656846776,47725.91878526172,81.93140366457767,44.021804203974376,-399.9154052734375,97.37635040283203,32.7861442565918,24.883426666259766,-12.733280181884766,-15.425939559936523,-1.2469202280044556,-5.470660209655762,-2.808974266052246,-2.360919713973999,-3.5124051570892334,-1.3596811294555664,-4.605402946472168,får,får_A_0.75m_nygaard_001_s03.wav
0.04433247819542885,0.12300768798049878,866.3105973599486,923.0,504.0,52814.558961753326,69525.45831990885,190.43978129358794,98.44900953942029,-411.3260498046875,93.4106216430664,26.273408889770508,13.155595779418945,-16.30360984802246,-6.978643417358398,1.9207422733306885,-4.919580459594727,1.7391397953033447,5.042111396789551,-2.9205069541931152,-1.7024657726287842,-3.2260851860046387,får,får_A_0.75m_nygaard_001_s04.wav
0.04401640221476555,0.1147571723232702,839.8923633272922,867.0,553.0,43095.62149573512,59873.05999458031,130.09626044719639,43.9161073667626,-402.94024658203125,99.75633239746094,22.816137313842773,8.2247896194458,-15.637804985046387,-12.452535629272461,-3.3256843090057373,-6.866606712341309,-0.45656171441078186,7.187413215637207,1.2674258947372437,0.03221118450164795,0.373394638299942,får,får_A_0.75m_nygaard_001_s05.wav
0.031826429069042206,0.14675917244827802,878.932146398169,856.0,502.0,34428.80108390617,25301.841789914204,38.941897889664915,35.40357221970288,-424.77386474609375,87.7264404296875,34.308589935302734,10.313186645507812,-9.062629699707031,-8.511307716369629,-6.254001617431641,-6.422877311706543,2.1310782432556152,5.48883056640625,2.722829818725586,-1.1025145053863525,-3.944709300994873,får,får_A_0.75m_nygaard_001_s06.wav
0.027933260425925255,0.08688043002687668,987.7413419849559,1085.0,399.0,24223.987147283508,18226.736898286355,60.74088163212846,52.106536672567586,-397.31982421875,97.48187255859375,28.638572692871094,22.04039764404297,-0.6191489696502686,-5.540166854858398,0.6444770693778992,-7.55024528503418,-4.0177459716796875,3.7806954383850098,-1.3899569511413574,-1.4013181924819946,-3.46915602684021,får,får_A_0.75m_nygaard_001_s07.wav
0.03498261049389839,0.10769423088943059,944.7408248325874,954.0,525.0,17590.394543996503,40055.3057342558,124.6856095757037,53.788827519126144,-416.0304870605469,94.77137756347656,30.73208236694336,17.972368240356445,-8.380341529846191,-7.860518932342529,-2.767629384994507,-7.182355880737305,-0.48823145031929016,4.510499000549316,-3.0810768604278564,-0.17482680082321167,0.4404446482658386,får,får_A_0.75m_nygaard_001_s08.wav
0.03432433307170868,0.13350834427151698,920.1254232950486,963.0,559.0,21890.698606574228,33179.072377162556,71.21599531536157,33.04689713773182,-424.9902648925781,90.39542388916016,31.601943969726562,13.193033218383789,-9.260685920715332,-8.177995681762695,-2.6328749656677246,-3.3188066482543945,-1.9900095462799072,2.8137729167938232,-6.2266435623168945,-6.149057388305664,-2.1747982501983643,får,får_A_0.75m_nygaard_001_s09.wav
0.03513500466942787,0.11819488718044878,938.165693374262,969.0,530.0,25129.660246763116,39485.99878294677,141.7098093187941,59.687555144155795,-413.4054870605469,92.12743377685547,29.063709259033203,15.383016586303711,-13.79776668548584,-10.669366836547852,-1.956526517868042,-7.892784595489502,-3.912318229675293,2.890528678894043,-5.718413352966309,-3.5182294845581055,-1.5669312477111816,får,får_A_0.75m_nygaard_001_s10.wav
0.04653795436024666,0.12494530908181761,833.9376509380561,868.0,553.0,42935.79960390921,69175.25048126763,82.34953719837449,39.74377392431177,-434.5263366699219,82.51992797851562,33.17638397216797,9.133915901184082,-13.04066276550293,-6.736518383026123,5.80124568939209,-1.47281813621521,1.4469014406204224,3.266969919204712,0.6434809565544128,1.0834460258483887,0.5239373445510864,får,får_A_0.75m_stille_001_s01.wav
0.04323023185133934,0.1825114069629352,839.4555074628497,921.0,554.0,42026.906721480926,55071.66562164093,96.75724733186756,42.198304282917675,-442.27618408203125,79.31095123291016,29.323932647705078,10.388370513916016,-11.190759658813477,-5.994638442993164,0.7331395149230957,-2.4737987518310547,-2.0557730197906494,2.217089891433716,-1.1841542720794678,0.6791427135467529,0.6428712606430054,får,får_A_0.75m_stille_001_s02.wav
0.03995712846517563,0.18001125070316895,823.057656869121,900.0,551.0,36997.879616255086,47483.4043627527,47.387114195029014,29.575851166125574,-442.5328063964844,79.18632507324219,32.82193374633789,9.952876091003418,-11.869751930236816,-6.9380412101745605,0.9361181259155273,-0.9488227963447571,1.7032538652420044,3.265472888946533,-1.6265144348144531,-0.3671134114265442,-0.338273823261261,får,får_A_0.75m_stille_001_s03.wav
0.04424802586436272,0.1498843677729858,842.8378327682959,904.0,504.0,52523.44377009188,69524.46687572521,141.85984062045625,90.53073551966718,-435.5928955078125,82.67636108398438,29.40355682373047,12.001178741455078,-16.591093063354492,-5.835905075073242,3.229978084564209,-3.7418575286865234,2.012552261352539,6.854436874389648,-1.9584441184997559,-0.028194338083267212,0.4859381914138794,får,får_A_0.75m_stille_001_s04.wav
0.04376431554555893,0.1368835552222014,814.1296500966929,850.0,553.0,42755.60874286624,59466.4311909819,101.63740136911186,38.24271730867556,-441.94696044921875,83.35989379882812,32.84938049316406,10.983726501464844,-12.51237678527832,-6.696002960205078,2.036391258239746,-1.4121825695037842,0.9633535742759705,4.728174209594727,-1.8501310348510742,0.7446594834327698,2.373095989227295,får,får_A_0.75m_stille_001_s05.wav
0.03169098123908043,0.16432277017313582,832.2935529666436,836.0,502.0,34227.49440833848,25129.787519327096,29.150989678937286,29.241322645984162,-453.56951904296875,78.16925048828125,34.02840805053711,12.991376876831055,-9.657590866088867,-6.523098468780518,-1.9418137073516846,-1.421160101890564,1.3442714214324951,4.524950981140137,0.3590563237667084,1.4569206237792969,-0.34616655111312866,får,får_A_0.75m_stille_001_s06.wav
0.026858380064368248,0.14463403962747673,861.3645742005957,848.0,399.0,22425.881435894604,18208.788727060077,20.96502840187355,22.25325048075562,-453.420654296875,78.9966812133789,34.11341857910156,15.19740104675293,-4.833831787109375,-3.866206169128418,1.600590467453003,0.49592164158821106,1.1119444370269775,3.3645451068878174,-0.40129727125167847,-1.308670997619629,-2.0472233295440674,får,får_A_0.75m_stille_001_s07.wav
0.034628976136446,0.18169885617851117,919.5103389042625,927.0,525.0,16684.78690669945,39961.76187763214,104.08418226908061,44.52097135753054,-454.63665771484375,73.9756851196289,26.965652465820312,10.65505313873291,-10.199403762817383,-5.034564971923828,3.809821605682373,0.0964120626449585,1.500486969947815,6.296848773956299,-2.6525697708129883,0.11742639541625977,2.5312647819519043,får,får_A_0.75m_stille_001_s08.wav
0.03417254984378815,0.18763672729545597,895.8030159150393,945.0,559.0,21749.753166224313,32996.27459528897,64.2228029031572,29.12020448249585,-453.69189453125,73.80624389648438,27.77004623413086,11.407368659973145,-8.009786605834961,-4.38723087310791,1.1618335247039795,-1.396934986114502,-0.8250746726989746,4.213644981384277,-2.9463160037994385,-1.949315071105957,0.03745684027671814,får,får_A_0.75m_stille_001_s09.wav
0.03485983610153198,0.19988749296831052,908.7300295521022,936.0,529.0,24286.063814169986,39411.01196206709,126.14553923700814,51.05430441430883,-449.2862548828125,74.47335815429688,26.32392120361328,9.812695503234863,-13.15835952758789,-5.893877029418945,3.3570542335510254,0.3075438439846039,1.2406740188598633,3.828615188598633,-4.8017730712890625,-1.2305395603179932,1.051134467124939,får,får_A_0.75m_stille_001_s10.wav
0.04693949222564697,0.11588224264016501,981.8620132795239,1073.0,554.0,44028.86335505925,69501.9059593485,169.51861771996647,150.55085793291855,-382.09814453125,94.13488006591797,27.58029556274414,21.938465118408203,-12.977646827697754,-15.012924194335938,1.3723337650299072,-10.193336486816406,0.8403491973876953,2.348524808883667,-6.25596809387207,0.2946992814540863,1.0078059434890747,får,får_A_0.75m_tmlKlasse_001_s01.wav
0.043345142155885696,0.12013250828176761,859.1364021905932,967.0,554.0,42104.948247743705,55192.725101890486,120.59444955160666,48.949609634978,-404.6864013671875,98.78773498535156,23.317646026611328,11.10335922241211,-11.399517059326172,-9.934587478637695,-4.6780877113342285,-12.169341087341309,-3.7394344806671143,8.054893493652344,-0.7873517274856567,-1.996454119682312,0.14981302618980408,får,får_A_0.75m_tmlKlasse_001_s02.wav
0.04042749106884003,0.11831989499343709,869.7600963102835,957.0,551.0,37554.97437941397,48824.75862153914,77.83124481570577,46.401623721303096,-395.7442932128906,97.02391815185547,25.983402252197266,13.496278762817383,-13.182683944702148,-9.648202896118164,-3.8548810482025146,-10.111000061035156,-2.87074613571167,0.3156304657459259,-1.0818754434585571,-0.39769768714904785,-2.6997344493865967,får,får_A_0.75m_tmlKlasse_001_s03.wav
0.04498171806335449,0.0939433714607163,859.3862739327774,923.0,503.0,55001.83103309303,71143.12279354339,173.33414863966217,101.56718696520458,-390.7254333496094,108.62256622314453,25.04119110107422,9.777536392211914,-20.994495391845703,-11.452800750732422,-3.744696617126465,-13.689618110656738,-2.7992730140686035,4.689739227294922,-3.4080233573913574,0.6241827011108398,0.5314468145370483,får,får_A_0.75m_tmlKlasse_001_s04.wav
0.04423341527581215,0.08625539096193512,821.0582698315798,852.0,553.0,43245.67798295242,60367.76242474315,106.70214789590861,40.85601165704974,-410.47869873046875,104.57807922363281,36.050872802734375,14.882362365722656,-11.038719177246094,-10.144790649414062,-6.794775009155273,-11.145466804504395,-3.483954906463623,2.773132801055908,-2.656599521636963,-1.271172046661377,0.8334528207778931,får,får_A_0.75m_tmlKlasse_001_s05.wav
0.0318988598883152,0.11213200825051566,840.8196600909583,840.0,502.0,34747.36839774989,25175.14093352051,31.441755962151603,31.511757011599112,-428.8805847167969,94.6717300415039,34.4979248046875,10.627401351928711,-11.190677642822266,-9.390609741210938,-6.6099853515625,-6.869406700134277,-1.8017085790634155,2.941115617752075,-0.6081497669219971,1.79618239402771,-1.0082451105117798,får,får_A_0.75m_tmlKlasse_001_s06.wav
0.03070254996418953,0.10019376211013188,1121.4182486431603,2505.0,399.0,35713.932563946226,20177.54441343756,1706.284217590437,137.19878041136442,-357.015380859375,111.0409164428711,1.698264479637146,24.143157958984375,-3.8295915126800537,-13.24417781829834,1.2543962001800537,-18.269102096557617,-13.941808700561523,6.089319705963135,0.8425801396369934,-6.342076301574707,-8.312145233154297,får,får_A_0.75m_tmlKlasse_001_s07.wav
